,0,1,2,3,4,5,6,7
11420,RPL18A,PCP2,RP11-427H3.3,RP5-1073O3.7,IVD,FPGS,KANSL1-AS1,RP1-313I6.12
11421,C12orf79,ACAD8,SERPINF2,TRIM52,DNAJB14,ZNF467,AC079767.4,DNAAF2
11422,VRK3,ZNF25,VPS37A,RBM26,SLC15A4,SLC37A3,SNX4,ZBTB1
11423,PLCB2,KCTD6,NLRP3,ZEB1,NAA50,SLC25A4,BNIP1,NSUN5
11424,F8,PVRL2,FPGS,RAD17,POLR3D,EIF4E,WIPI2,ACSS1
11425,OSGEPL1,STAU1,TEX264,ERO1L,LINC00998,C17orf75,MIR4519,TESPA1
11426,NUDCD3,MARCH8,SOD2,INPP1,GALNT1,ICOS,ZC3H12A,PRKD2
11427,TGFBR3L,HIST1H2BK,ESD,CACNA1C-AS2,ZNF117,POLD4,CLMN,PLCXD1
11428,UTP18,GALK1,SNX18,SP1,ZSWIM6,JMJD6,RRP15,DMTF1
11429,HTT,ANAPC11,DOLPP1,ARHGAP11A,SGSM3,FDFT1,RELL2,VMP1
11430,ATG7,RAD51C,UXS1,ATRAID,LCN2,MAP2K5,NCK1,IL4R
11431,FRG1,FAM219B,MIR4435-1HG,C1orf131,MAP2K7,ADAP2,MFSD5,FAM120AOS
11432,AC104820.2,RP5-882C2.2,RP11-553L6.5,CCDC124,AHCTF1,FTSJ2,RABL2B,NFAT5
11433,HS1BP3,UNG,STX17,ADK,IP6K1,NUFIP1,C12orf10,SRRT
11434,PARD6A,FABP5,PLCB3,ABR,ZNF681,HOOK2,CTD-2228K2.5,HIF1A
11435,CD55,PGM2,SVIL,RALGDS,TESPA1,MSC,SAP30L,ATP5J
11436,ICA1L,APOBR,SMARCD3,PSMG1,RP6-109B7.3,RP5-940J5.9,SMG6,KIAA0930
11437,MKNK1,ZMYM3,EFCAB14,SLC35A2,ABCA7,BCL11A,GSTA4,DDX49
11438,SLFN11,BLK,ZADH2,CTSF,TNRC6A,FNTB,ARHGEF10L,SNRPE
11439,GMPS,ELOVL1,RP11-617D20.1,NDFIP2,ADCY4,ZNF76,ISOC1,THEM4
11440,LIPT1,CD99L2,CTA-217C2.1,ZCCHC11,RP13-1032I1.7,ITK,ABHD14A,ALDH3B1
11441,SYAP1,CASC7,ISYNA1,ANP32B,AP1G1,ZNF783,FAHD2B,INPP4B
11442,LGALS3,IQCH-AS1,PIK3CD,C1RL-AS1,CTC-524C5.2,FAM118A,HIATL2,INO80C
11443,DYX1C1,SLC7A6OS,JAZF1,ATF6,COG4,RASSF7,ASH2L,ZNF580
11444,TBK1,CENPC,NUP43,LRPAP1,BLK,GGNBP2,IMPACT,PRR14L
11445,PAX5,LYPLAL1,NIT1,BICD1,AC004951.6,TICAM1,PWP2,TNFSF12
11446,MOB2,GTF2H5,TRAF1,LAMTOR2,DNAJC14,MBTPS1,UBE4B,PRKRIP1
11447,NFYA,FUS,SPAG7,CSF1,DRG2,RAD21,SELPLG,SGK1
11448,ADC,ITGA2B,FAM193B,SAMD9,MFN1,CRYBG3-1,EPS15L1,B4GALT7
11449,ARMC10,IGFLR1,ESYT1,SP100,TIGIT,AGPAT2,LRRC58,ELP2
11450,TMEM230,IFNGR2,MSH3,EVI2A,INO80,SCAPER,RDX,PTTG1
11451,RNPS1,TGOLN2,SIGLEC9,ENSA,SLC39A7,CORO1C,HOMER3,TMEM161B
11452,DYNC1H1,SYNE2,RALGDS,RMDN2,VARS,TCOF1,ANKRD49,RASSF2
11453,TBCE,PRKACB,TRIM4,MAPKAPK3,CDKN2AIP,MDP1,AGPAT4,NAA50
11454,DDX19A,SMARCD1,RAB3GAP2,OCIAD2,FAM20B,SNRPN,APMAP,SIKE1
11455,FCRL2,LINC00685,OSBPL7,FAM118A,AP3B1,APOBEC3B,EEFSEC,IDNK
11456,RP11-407N17.5,PNPLA6,GTSF1,SETD6,CCDC66,MRPS21,TLK2,C21orf2
11457,NDUFA8,COPB2,ZNF264,TTC27,SH2B1,BOD1L1,RDH14,CCNB1IP1
11458,CAB39,ALG2,ZNF101,PDSS1,SIGLEC12,RPL29,REXO2,ACP5
11459,TMEM261,NOP16,IFNGR1,SLC9A8,RP11-644F5.16,PNP,RAB3IP,ZNF791
11460,HMGCR,KCTD18,IL1RN,ZSWIM8,XIAP,TRIB3,SLTM,RHNO1
11461,TMEM99,AKAP7,USP19,SESN2,DENND1A,ARIH1,RNF169,IRF5
11462,GTF3C4,LINC00665,STX8,MIER1,SLC25A25,HSPH1,HKR1,COPG1
11463,MYL9,HMCES,NDUFA4,NAGK,SH2D3A,DNAJC13,EIF1AX,DNAJC3
11464,SLC25A10-1,TLE4,SLC39A4,DCUN1D5,TGIF1,KIAA0754,GOLGA5,YEATS4
11465,WDR4,METTL23,AAGAB,CPSF3L,SNRNP25,MAPKAPK3,LMO4,NPL
11466,ILVBL,LDLRAP1,PCF11,FAM188A,TRAF2,ETHE1,COQ2,C7orf55
11467,TUBA1C,CDC27,UBR1,TMEM121,CPEB3,C6orf211,CEP290,SPTLC2
11468,NRBF2,SRSF1,CALCOCO1,PSMD1,SDHB,PCSK1N,RBBP6,MTX1
11469,ZMYM1,NOL7,WDR43,NME4,GNA15,GCFC2,CDK5,DUS3L
11470,FAM174A,ATG10,STT3A,ZNF512,DUSP14,PTER,KLF13,REPIN1
11471,HARS2,PRKRA,RP11-452F19.3,EXOSC2,TSPAN17,RP2,UBA6-AS1,C8orf33
11472,MTPAP,GYPC,RPRD2,SYCE1L,SYVN1,MANBAL,MTL5,HLA-DQB1
11473,MICU3,LYRM9,CHAF1A,VPS72,NOTCH1,MED26,ROGDI,PPA2
11474,BRD2,ELP3,PRMT5,AIM1L,ZNF814,PAFAH1B2,CLDN5,SCCPDH
11475,WBSCR16,PTPRO,COMMD10,CTC-523E23.11,IL7R,BST1,ANKFY1,TARS
11476,N6AMT2,TRUB1,QKI,ZNF350,CLUAP1,VBP1,PUM1,CLEC12A
11477,TPM4,EXOC4,CMTM8,FGR,SORD,SULF2,TRAF1,OGT
11478,SDHC,SIRT6,TMEM176B,PCYT2,AGA,KIAA0226L,CYB561,PDE6D
11479,MZB1,ABCG1,RP11-290F20.3,SCAF1,SLC35E2B,PDCD6IP,ZSCAN16,TOM1L2
11480,DNAJC3,SETD2,CCDC71L,UPF2,ANKRD17,ZNRD1,RP13-582O9.5,SMAP2
11481,NRDE2,NSUN2,ICAM3,FOXN3,CNNM2,PKD1,ENGASE,PACS1
11482,GXYLT1,EEFSEC,HSD17B7,IVD,DHDDS,TMEM102,WIPF1,CNN2
11483,ARID3B,TMEM9,NSG1,BAZ1A,ARHGEF7,SLC25A37,SORL1,TRMT10C
11484,HPSE,FAM160B1,INPP5K,NAA38,COPS5,RASGRP1,RHOQ,PAFAH1B2
11485,DVL2,RPL30,CEP78,GNL2,FAM213B,ZNF354A,CLASP1,DDOST
11486,ATP6AP1,CTU2,SIN3A,N4BP2,MRPL28,ASNS,RFFL,RBM33
11487,GMNN,UBE2J2,ARL8A,FBXL4,XRRA1,TIMM50,CAPN12,STK40
11488,XPO4,EEF1G,EP300,GM2A,CCDC107,MINK1,CUTA,SULF2
11489,RP11-290D2.6,ARPC5L,LIG3,PRPF38A,F11R,RTP4,ANGEL2,RCC2
11490,STK11IP,GABPA,NELFE,ZNF683,CD2AP,UHRF2,PSMD3,CD5
11491,DDR1,NUDT1,DAD1,FCRLA,RAD23B,C12orf43,ATP6V0B,PPM1F
11492,C14orf159,MRPL44,SLC25A29,EVA1C,CHCHD5,AMIGO2,FBXO18,TRIM41
11493,DHX30,KMT2E-AS1,DNAJC2,SPHK2,EXOC2,GS1-124K5.4,MED27,DHX15
11494,CHEK2,PELO,GIT2,IFIT5,RSL1D1,ALG5,AC009403.2,HSPA14
11495,TTC19,RAB4B,CD28,CDYL,ARHGAP18,STK11,APOBEC3H,TMEM69
11496,RBM10,TMEM42,DPYD,EXD2,COX6A1P2,R3HDM4,ARHGEF37,SUGP1
11497,TAF12,INTS8,GOLT1B,FAM175A,FAM168B,CCDC14,F8A1,ARMCX3
11498,RUVBL1,C21orf59,ZSCAN16-AS1,NUDT15,CKLF,TMEM187,CYB5R3,RNFT1
11499,BCL2L11,CRTC1,TBX21,KDM1A,SLC16A7,IL6R,EXOC2,MTFP1
11500,DENND4A,ZSCAN9,BST1,FAM213A,CMKLR1,SLC16A6,CSF2RB,TAZ
11501,AC009403.2,AK2,NRBF2,NCSTN,C6orf120,USO1,SPIN2B,KIAA0141
11502,ZNF324,SPINT1,CERS2,KIAA1586,IL15,JRKL,RFK,TOMM5
11503,PLD4,DTD2,LRRC61,KIAA1143,STIM1,TRMT10B,SIAH2,TMEM71
11504,POLR3K,ERAP1,POLR2F,MYL9,LPIN2,PPARD,CPNE2,EFHD2
11505,FAM159A,DCAF15,PILRB,XRRA1,BCL7C,PAN3,KIAA0232,STAU1
11506,IL6,FLT3,SYNE1,SSR1,MAFF,GALNT3,ICOSLG,KLRB1
11507,CA11,RIN1,MAN1A2,USP32,PRPS2,ZNF414,RPL9,C1orf228
11508,EZH1,RP11-598F7.3,SRSF1,HERC2,RAD54L2,RPL10A,PHF23,ETF1
11509,ATP5S,PPIL3,G6PD,ZNF530,FARSB,HADHA,LIN7C,NIP7
11510,POLR3F,ITPRIP,POLR1D,TMED7,ACBD5,EXOC1,GIGYF1,FLCN
11511,DHRS1,UNC93B1,EIF4H,RP5-1065J22.8,UBE2J1,GPKOW,MANEA,CCDC22
11512,MFSD1,C19orf83,YY1,TRERF1,CLIC3,OAT,ZNF205,OGDH
11513,FOLR3,TMED9,HIST1H2BN,ORMDL1,AGO3,IRF3,GLMN,ZEB2-AS1
11514,MTCH1,POP1,NR2C2AP,PTPRA,PTTG1IP,ZNF865,CD99L2,SMARCC1
11515,ENO2,CIPC,NFE2,CC2D1A,RPS27L,TIMM23,MPHOSPH9,CASP2
11516,DHRS12,UBE2A,FAM175B,PCYOX1,QSOX1,FBXW7,GRPEL1,PWP1
11517,HBEGF,SAMD3,GLRX2,SRA1,CREBZF,MTPN,LATS1,CSTA
11518,CIITA,TP53I11,DHRS4,MRPL49,CDK4,GOLGA8B,TMEM147,FLAD1
11519,C14orf142,RASA2,ACTN4,ATRX,IFI44L,ANAPC4,NOTCH1,AAAS
11520,CNOT4,PPAP2A,MAFG,DNAJC10,YTHDF3-AS1,RNF38,ATHL1,RAB7A
11521,FURIN,USMG5,IER3,METTL15,CDK5RAP2,PCID2,C19orf55,GLRX
11522,TRIM52-AS1,KMT2C,PSMD13,THAP4,NRM,SLC9A1,MINPP1,CNTRL
11523,C19orf52,ERN1,ITK,NF1,ELP2,CNOT1,ITFG2,POP4
11524,UBE2H,HADH,KLHDC4,ZCCHC14,CAPN10,LIMA1,ZNF747,AKR7A2
11525,E4F1,ACAA1,PHB2,GTF3C5,USP20,TOB2,SCAMP3,MVB12A
11526,NFKB1,PPM1A,PGM1,TPRA1,SULT1A3,ZNF780A,FAIM,PARP10
11527,TTC16,GORASP2,CDKN2A,TMEM116,FKBP1C,GOLT1B,SH2D3C,ZNF600
11528,TNFRSF13B,PRR4,NOP14-AS1,RNF146,VPS13D,ADAM10,CMTM5,STK25
11529,PTPN18,KDM5A,RAMP1,KIAA1147,SLC12A6,DENND2D,SNX11,COPB2
11530,TPCN2,NPIPB5,PCYT2,GRAP2,PIH1D1,SLC16A1,SIDT1-AS1,CTD-3184A7.4
11531,AC062029.1,ATP6V1D,ZNF765,DCUN1D1,ASH1L,SLC25A19,HPS6,EXOSC5
11532,ALKBH1,SMEK1,FYTTD1,FAM219B,PNOC,VRK1,NIP7,FGD2
11533,CCDC174,RP11-319G6.1,SLC52A2,MRPS25,BRMS1,KDM2A,BCAP31,ZNF131
11534,ADCK3,NFATC2,PIGO,RAB20,OLFM1,NDUFA13,RP6-109B7.3,SRGAP2
11535,DMXL2,SLC41A1,BACH2,RP11-326K13.4,PAFAH2,RNF26,DHX30,PARP8
11536,RBBP7,SEC22C,DENND1B,SLC35C1,NKAP,CD84,KIAA0556,CBX1
11537,CCP110,TXNDC15,TESC,MPI,MRFAP1L1,HMGXB4,RP11-424N24.2,WAPAL
11538,PARK7,DCLRE1B,NF1,RUFY1,MT1E,FAM204A,REV1,TMEM80
11539,NXT1,SEH1L,TAF9B,YRDC,GP9,hsa-mir-8072,A1BG-AS1,DLGAP4
11540,PSMF1,RPS10P7,BAZ1B,TNFRSF14,MZB1,CTLA4,C9orf114,TMED1
11541,EIF2AK1,SEPW1,RABL2B,ANO9,DIMT1,ASB2,UBR7,APBB1IP
11542,CTC-454I21.3,OBFC1,LUZP1,SH3GL1,UBA6-AS1,PEX19,POLR2F,SMARCA5
11543,ENDOD1,PAK1,CTBS,TRIM8,SS18L2,NUDT14,KHNYN,ATG2A
11544,LCN8,VAMP3,STX3,ZFAND4,SF3B4,POC5,AP001053.11,ATP5L2
11545,CPSF3L,CD52,AP1S1,C5orf15,ELL,ZBED4,CDKN3,FBXO34
11546,FAM50A,LAMP1,CD160,TTF2,DNTTIP2,PTCH1,HIST2H2AC,LTV1
11547,SPTSSB,P2RY8,ANKH,NGLY1,LOH12CR2,NAP1L4,CXCL3,POMP
11548,TIMM44,SPSB2,NUBP2,STAG1,CLASP2,RNF40,SLFN11,MRPL46
11549,ZBTB40,C10orf54,C10orf128,RAB5C,MAEA,GON4L,AC003075.4,YBEY
11550,POM121,REXO1,P2RX1,ZNF496,CTC-503J8.6,MICAL3,CXCL10,PIK3R1
11551,AP3S2,TSR1,ASF1A,ABHD13,LINC00528,PLCB2,TRIM13,MYO19
11552,HIST1H2BD,NDUFA3,UBALD1,MTHFD1,ZNF131,ABCE1,GTF3C2,LUC7L3
11553,RAB4B,RP11-169D4.2,SYTL3,TPP1,GIMAP1,EIF4G3,AP4M1,MCM3
11554,ZSWIM7,MAP2K2,MCEE,HBA1,AHSA1,BNIP3L,C2CD5,PSMD1
11555,MIR22HG,RCSD1,SMCO4,STAM2,PUF60,MKL1,MLLT3,COPB1
11556,XPC,GOLGA3,NRDE2,TUBA4A,UBBP4,CLK3,DDX19B,MRPS18A
11557,TDRD3,NOL11,NFE2L1,NMUR1,LPIN1,NARG2,CANT1,LMF2
11558,MCM5,ATF1,ASPSCR1,CAAP1,NFE2,BLMH,GNPDA2,FRAT2
11559,SEC13,SOS2,RP11-403A21.2,FAM84B,TVP23B,CYB561,ERAL1,LZIC
11560,IRF1,UNK,CCDC104,FAM219A,IARS,LSS,TBRG1,C6orf47
11561,SUPT4H1,DHX58,RP11-103G8.2,NAA40,ZNF485,OXSR1,HDHD3,PIGX
11562,POLRMT,SLC7A5,NABP2,HLA-DQB1,INPP5B,AHCYL1,CEP95,ID3
11563,ABCC5,RNF25,TPM2,FAHD2A,FTO,TP53I11,UTP23,CCNG2
11564,SLC25A28,KLHL12,TECPR1,SEPT2,RBM42,ANKRD26,GLYCTK,PRKAG2
11565,RECQL,AAR2,TIMM10B,MED9,ELF2,CCDC126,RUNX3,GIPC1
11566,THEM4,MOV10,MOB4,WDR82,C9orf114,WIZ,LSM14B,NFKB1
11567,RNF212,LINC00877,C2CD2L,APC,CALCOCO1,ANKRD49,SMIM4,FKBP4
11568,TNFRSF10B,B3GALT6,NOP10,GPR137B,BABAM1,DMTF1,HSD11B1L,ZNF276
11569,CEP104,RINL,CCR7,ZNF16,SP140L,NAF1,C14orf80,GBF1
11570,RP11-353N4.4,RAD23A,MAN1A1,SRSF7,NPDC1,ZFAND5,MAD2L1BP,OSTM1
11571,HNRNPH2,CHMP5,DNAJC15,LSM6,NAIP,CASP6,SC5D,CYTH4
11572,SF3A3,ABCD1,DIRC2,OXLD1,ALOX12,RASGRP3,MR1,TBCD
11573,ANKFY1,POLE3,SNHG15,ATP6V0E2,C16orf70,PTPN11,EMR1,FBXO9
11574,BRAF,MYH9,SERINC2,ZBTB6,ZNF628,SWAP70,PSTK,LPIN1
11575,AC016629.8,MAPKAPK5-AS1,CEBPA,DYNC2H1,DNAH1,DBP,TPD52,ITCH
11576,SMDT1,NMT1,C16orf80,HSCB,MRPS14,ZMYM6,TTC13,RAE1
11577,PRKRIP1,PITPNC1,UBASH3A,CHAC2,GAPVD1,MAN2B2,CPSF3,KATNBL1
11578,PIK3C2B,FBXL15,ITGB1BP1,RAD1,MOGS,NCF1,ZFYVE16,SPTAN1
11579,HIVEP2,RSRC1,HES4,CD52,DDX54,LANCL2,TBX21,TIMM50
11580,CCDC69,MED7,BTAF1,NSUN3,RPL29,CRBN,EHMT2,AP4M1
11581,TYK2,C9orf66,RP11-1399P15.1,MVP,PPWD1,FMR1,RAB28,SUMO2
11582,EP300,SSR1,PRKAA1,SNAPC3,LMAN1,RFX3,BTF3,SNX8
11583,ATF7IP2,FKBP3,EPRS,LUZP1,COPS3,ARAF,ECHS1,GAK
11584,NIT1,DPM2,NADK2,PYCRL,KIAA0141,GPATCH3,SLC25A53,PSD4
11585,TM2D1,EMB,CUX1,IQSEC1,UCKL1,TRAF4,ZNF91,VPREB3
11586,NUP88,MAGEF1,TCTA,IRAK4,PATL1,STAU1,GGPS1,ING3
11587,POLR2B,ATXN1,B4GALT7,IBTK,CTD-2017C7.1,HEATR3,RNF13,ENTPD1
11588,AIF1,CCDC107,HSBP1L1,AL928768.3,NGDN,PYGL,GOLPH3,CD40
11589,CCDC101,AIP,SNRNP200,MDS2,PIBF1,HYI,TLR7,CETN2
11590,ASGR1,ZDHHC18,PDK1,CPVL,TMEM123,GPR153,LILRB3,SUZ12
11591,ABHD17A,CCNG2,USP7,PDHA1,GANC,AP001189.4,ITGA2B,COMMD10
11592,PABPC1L,TOR1A,ELP3,IGHMBP2,PPP1R16A,ATP8B3,PRPF4,GM2A
11593,PMS1,FDPS,A1BG,PAXIP1-AS1,RPL34,ARIH2,RERE,NECAP1
11594,COLQ,STX7,PRKAG2-AS1,TUBB,AC115618.1,TRAF3,BSG,ZFAND3
11595,KIAA0226L,SPON2,RABEPK,TCTN3,SBF1,KIAA1109,CDK5RAP1,PIK3R5
11596,SLC50A1,TNFAIP3,CTNNBL1,DNAJB12,AASDH,NUDT1,GFOD1,ZMYM2
11597,WBP2,RASA1,SLC35C2,WHSC1,C12orf43,AC062029.1,SGK3,AGA
11598,CLCC1,RARRES3,ICOS,ZBTB4,IMMP2L,TMEM261,CHURC1,CD28
11599,RBM18,NUBP2,METTL1,STT3A,POLG2,RAB31,ZNF574,EIF2B5
11600,SESTD1,GSTA4,KPNA2,ZNF414,MAF,MYO1C,RECK,ARL1
11601,TCEAL3,CD69,BRWD1,PPP3CB,TUBB2A,RAB33B,ZNF786,KANSL1
11602,MS4A7,VTA1,AC027307.3,OPN3,WBP5,CDK9,MAP3K2,ZCCHC9
11603,NR2C1,EPSTI1,ELF2,DAPP1,C16orf86,CAPS,HTRA2,TBRG1
11604,HN1,CALM3,CHID1,CPNE3,GCN1L1,MED24,SPHK1,SYNRG
11605,HIST1H1C,TBC1D9B,CEBPZ,ACOT2,PDCD10,MTBP,CYTL1,BOD1
11606,CHMP4B,ZNF568,ZNF83,ARRDC2,CPNE1,PPP1R14B,ACTR10,SDCCAG8
11607,TMEM209,SPTLC1,PITPNM1,PCIF1,TUBA8,HP1BP3,GUCY1B3,TXNDC11
11608,DESI2,TMEM161B-AS1,CPT1A,SLC12A7,STIM2,RP11-643M14.1,DGKE,EFCAB14
11609,UBE2E2,GIMAP7,PPP1R14B,SLC6A6,TSPAN2,RPP30,NDUFB1,TMEM106B
11610,USP30-AS1,APH1A,AZIN1,ZNF567,HSD17B12,CEBPZ-AS1,DHDDS,XAB2
11611,NUP50,TP53BP2,CTD-2630F21.1,NEDD9,TSPYL2,AZI1,CTD-2186M15.3,RAD50
11612,BEX4,YIPF5,SF3B14,DDX39A,TBC1D20,KIF19,PRSS23,USP48
11613,CEP152,ITPR1,MKL1,GLO1,C12orf5,GAS7,HK1,QTRT1
11614,RP11-734K2.4,ELMO2,PAXBP1,C10orf118,KLRD1,CTSO,SPATC1L,INPP4A
11615,ZFAND2B,TTLL1,ZBED5,PTPN9,ALDH1A1,ARRB2,FAM8A1,PER1
11616,SNRPB2,TNPO1,R3HDM4,LSM4,ITGA2B,BAD,FAM217B,CAMK2G
11617,CKS2,POLR2B,PAN2,SMARCAD1,PFDN4,DNAJC30,MCM7,C14orf166
11618,RIPK1,METAP1D,KLHL42,COPZ1,PPP1R14A,TMEM53,ZC2HC1A,FUCA2
11619,SLC25A42,LRRC27,ZC3H3,TOPBP1,TRAPPC2L,AC093323.3,KAT6B,HERC1
11620,C18orf21,XPC,SMARCA2,GPSM3,DGKZ,CDC42,LYRM2,QRSL1
11621,ZNF514,SMNDC1,WDR82,KNOP1,HEXIM2,SWSAP1,EVI5,PML
11622,ESRRA,PCCB,KHSRP,DUS2,SLC2A11,KAT6B,NTMT1,TMEM43
11623,GIMAP6,CHST13,FAM134C,HCCS,KIF3B,ARFGAP2,MYLIP,NPRL2
11624,FUOM,TMEM199,TP53I13,GDF11,KIAA1430,RALGAPA2,FUBP3,TXK
11625,GADD45A,HEATR5A,CRCP,MAFB,ADAM15,SLC4A1AP,PCGF1,PIAS1
11626,PYROXD2,CCDC50,STX18,AAGAB,NOLC1,QRSL1,ANAPC1,SLC52A2
11627,CLASP1,GTF2H3,XPC,RP11-468E2.4,LCMT1,TMEM181,FAM178A,CLSTN1
11628,SNX11,POLD3,TTC3,MFAP1,SCAF4,TRMT1L,EFR3A,UBXN7
11629,C4orf48,EMP3,PLAA,ACAD10,DENND2D,USP37,TTI2,HMBOX1
11630,GSPT1,TSPYL2,MAGOHB,COA1,VPREB3,SLC39A14,RP11-611L7.1,RAB8B
11631,ZNF813,TCEA3,ACACA,HSD11B1L,SYNGR1,ATP5L2,C17orf89,SYNE1
11632,POLK,SNX13,COPS7A,LARP7,TBC1D2B,MCOLN2,TNFRSF25,PPP1R7
11633,MPEG1,PPM1K,PRKACA,SLA2,KBTBD4,ZNF138,TMSB10,RPS6KA4
11634,EML4,LPIN1,SREBF1,TMEM117,SLC35A2,HINT1,SLC35A5,KIAA0319L
11635,BAG5,P2RX5,PFDN2,USP42,SLC2A13,PHACTR1,SLC17A5,CMSS1
11636,ALG6,TP53TG1,CBR1,PRKCI,IFT27,ZBTB24,TMEM106B,SETD5
11637,MOSPD3,FAM134C,SLC35A1,COX16,TRAPPC8,RP11-182L21.6,MAP3K7CL,TRNAU1AP
11638,SUPT3H,ANKZF1,PEX11B,CTDSPL2,PRKAR2B,DDHD2,FAM195B,RFXANK
11639,CPD,CD3EAP,EIF2B3,KEAP1,USP42,SF3B14,SUN1,ADPRHL2
11640,ZSCAN2,IMPAD1,GSDMD,DCAF7,DCK,RP11-367G6.3,SLC35B4,BATF3
11641,RP9,WDR11,YTHDF2,POLDIP3,FAM96B,LHPP,RPS6KA5,POLD2
11642,TREM1,MAPK9,RPUSD4,CALU,AC023590.1,IDH3A,COG1,SCML4
11643,ORMDL3,ACOX2,WWOX,LRRCC1,PIK3CD,RP11-15A1.3,LINC00909,TIA1
11644,CCDC57,INTS10,CBLB,SULT1A1,ATXN7L1,PRPF38B,CPNE5,AHSA1
11645,UBL5,PTRHD1,H6PD,DCP1B,C12orf44,ELK3,AHCYL1,CCBL2
11646,TP53BP2,MUTYH,ARFRP1,ANGEL2,RP11-15A1.3,RP11-277L2.3,CUL5,GTPBP4
11647,TOP3A,HRAS,PRPF40A,AIG1,CTD-3138B18.5,PSMD12,C21orf91,RETN
11648,NENF,SEC23B,WBP1L,WDR27,KIAA1598,POGK,RPL7A,ERGIC3
11649,NAGK,FBRS,JKAMP,SBF2,PFKP,RFFL,NOLC1,TMUB2
11650,PORCN,XXbac-BPG299F13.17,ACOT13,CTC1,SAMD8,RHBDD3,TSEN15,DPF2
11651,HDAC2,NTHL1,DCUN1D5,AUH,SUV420H1,NDUFAF1,POLR2G,TRIM14
11652,ETS2,SAMSN1,HMGB3,RPL11,CD40LG,CASC7,LRBA,ATXN3
11653,HECTD1,RNF10,TRABD2A,ATG3,CORO1C,ERCC5,THAP4,ELF2
11654,SEPW1,DDX50,LACTB,ZFYVE27,WDR81,ACSF3,BAIAP2,AP1S2
11655,ITGAM,ALG5,ERI3,METTL4,ZNF24,ZNF358,CEACAM3,BCL2
11656,IFNAR1,RP11-84C10.2,MUTYH,TUBD1,TPD52,MDM2,RRM2,CTDNEP1
11657,SCNM1,ZNF524,MAPK1IP1L,SERPINH1,JAK1,TOE1,ARHGAP1,UBR3
11658,NEK6,NAPG,MPLKIP,LYPLA1,CHKB,N4BP1,STK25,APPL1
11659,RNF123,LY6G5C,LINC00493,C20orf27,CD163,UNC93B1,RDH5,LARS
11660,NR2C2AP,ARFIP1,SLMAP,DOPEY2,EIF2B4,RSL24D1,USMG5,RAD23A
11661,METTL23,HCG18,ECHDC2,ARSK,HSDL2,KLRK1,CD6,SMEK1
11662,TIGIT,PTS,C1orf54,NHEJ1,HYPK,SPIDR,MRE11A,PPP2R2A
11663,MFSD11,PARP15,USP9X,PDE7A,EFNA4,TOPORS,CHD3,C14orf159
11664,AP003733.1,PQLC2,BTG2,RPS19,TMEM80,NPEPL1,HNRNPA1,HMGXB4
11665,FUT10,TMEM160,CLU,SMAP1,GBA2,CCDC104,LZTS2,FBXL3
11666,SLC25A44,KCMF1,TGFBR2,SNUPN,NCBP1,RAB8A,PHRF1,CEBPZ
11667,C20orf96,UBE2O,TRIM28,C18orf8,SCYL3,ALG3,SKP1,CCDC104
11668,CCDC134,PDLIM1,NOP2,SCML1,GAK,CNOT8,BCL11B,LTB4R
11669,ZNF720,SAMD9,IDNK,PEPD,TEFM,SNAP29,TRAF3,ZNF207
11670,CDS2,TOMM20,KDELR2,HAGHL,ZC3H8,CD4,CAP1,UBR4
11671,TIMM22,SLC25A45,CYFIP2,HSD17B12,PTOV1,GPR82,RP11-295G20.2,TGOLN2
11672,ABHD17B,ATAD3A,VTA1,C2orf69,C8orf59,FLCN,SUMF2,EDEM2
11673,ELOVL4,NME6,NRGN,COX19,TIGD1,MPLKIP,SMIM15,C1orf174
11674,PRKCQ,ATIC,IFNG,KIAA0226,SLC44A1,TCEAL4,TCTN1,TIPRL
11675,PHF13,CHD7,ZNF600,ASAP1,GLI4,DCAF16,SPTAN1,SERGEF
11676,TNFSF14,THG1L,WDR48,RABL2A,FASTKD3,EHBP1L1,TFEB,STUB1
11677,UMPS,RB1CC1,PLCD1,MTFMT,SUPT5H,CYLD,FSTL3,ADCY7
11678,INSIG2,RCOR3,CCDC28A,SLC35A4,ST14,ZNF460,YTHDC1,NDEL1
11679,SMAD7,MDP1,FCF1,NUDT2,PIAS3,POMT1,AC093818.1,ELP6
11680,TTC21B,SAR1A,APEX1,ST8SIA4,SEPT8,ATG2B,CMTM6,SIK1
11681,SMYD4,DDX59,HNRNPU,MRPL11,BAHD1,MZB1,VPS16,CIAO1
11682,PPP6R2,SPECC1,EI24,UBL3,CES2,TRDMT1,NBPF14,GLTP
11683,AMPD3,ACYP2,CNOT6L,NSD1,AIM2,FAM24B,UBQLN1,ATP5SL
11684,SIRT5,NT5C3B,RFC1,SEMA4C,TRIM33,QDPR,IER5,TSPAN3
11685,PIP5K1C,GATAD1,METTL17,CCDC85B,PRKDC,P2RY11,ZBTB4,PSMD12
11686,DYNLL2,SETDB2,EEF1D,FBXO42,SACM1L,SMUG1,FAM168B,COQ4
11687,MRPS11,FCGR3B,ARSD,TTC38,EPB41,FYN,ZNF548,RELA
11688,LINC01004,BICD2,ZNF350,SIK1,ZFYVE20,DLD,RFC2,MRPS2
11689,MFF,VAT1,AGPAT9,DUSP6,TFG,SLC23A2,BRAF,UTP6
11690,GNG11,TMEM128,PRMT6,MAPK1,LINC01004,P2RX1,NDUFAF4,EIF3B
